背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,team,year
37,桑原　将志,.333,3,3,3,1,0,0,0,0,0,1,0,0,.333,.333,.667,4.43,4.19,横浜,2012
29,新沼　慎二,.000,4,2,2,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.81,-2.57,横浜,2012
43,北　篤,.000,2,1,1,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.92,-2.70,横浜,2012
51,大原　淳也,.000,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,横浜,2012
33,乙坂　智,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2012
36,細山田　武史,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2012
40,飛雄馬,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2012
44,渡邊　雄貴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2012
57,鶴岡　賢二郎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2012
62,高森　勇旗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2012
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,横浜,2012
7,長野　久義,.301,144,653,574,173,14,60,20,75,1,100,2,5,.382,.432,.815,6.45,6.20,巨人,2012
6,坂本　勇人,.311,144,619,557,173,14,69,16,39,6,90,12,5,.359,.456,.815,6.29,6.06,巨人,2012
25,村田　修一,.252,144,575,516,130,12,58,1,36,15,85,2,16,.316,.374,.690,3.83,3.89,巨人,2012
10,阿部　慎之助,.340,138,556,467,159,27,104,0,69,9,47,2,11,.429,.565,.994,9.00,8.79,巨人,2012
24,高橋　由伸,.239,130,442,368,88,8,56,2,61,8,77,1,14,.356,.351,.707,4.23,4.32,巨人,2012
0,藤村　大介,.252,109,279,238,60,0,10,14,15,0,35,26,2,.296,.298,.595,2.84,2.79,巨人,2012
8,谷　佳知,.258,89,255,229,59,3,22,1,14,0,48,11,5,.299,.319,.618,2.97,2.97,巨人,2012
31,松本　哲也,.258,83,229,198,51,0,11,12,17,0,34,12,4,.313,.313,.626,3.50,3.50,巨人,2012
00,寺内　崇幸,.241,103,225,191,46,1,5,11,16,3,43,13,6,.307,.293,.600,2.97,3.06,巨人,2012
36,ボウカー,.196,69,204,184,36,3,10,2,16,2,54,2,3,.267,.310,.577,2.64,2.66,巨人,2012
42,エドガー,.236,57,190,174,41,4,19,0,13,1,46,1,6,.291,.374,.665,3.17,3.19,巨人,2012
51,古城　茂幸,.209,65,149,129,27,0,8,2,12,0,28,6,5,.273,.256,.529,1.96,2.07,巨人,2012
48,矢野　謙次,.307,62,119,101,31,1,4,0,12,2,18,4,4,.391,.396,.787,5.38,5.08,巨人,2012
9,亀井　義行,.236,60,117,110,26,2,11,0,4,1,13,2,3,.270,.409,.679,3.46,3.32,巨人,2012
2,小笠原　道大,.152,34,99,92,14,0,4,0,5,0,22,1,1,.194,.185,.379,0.49,0.73,巨人,2012
27,實松　一成,.189,58,92,74,14,2,5,0,9,3,26,6,0,.302,.311,.613,3.26,3.30,巨人,2012
55,大田　泰示,.254,21,70,63,16,2,7,3,7,0,15,0,3,.329,.444,.773,4.28,4.22,巨人,2012
50,加治前　竜一,.242,47,68,62,15,0,8,1,4,0,11,1,1,.284,.274,.558,2.67,2.81,巨人,2012
33,石井　義人,.315,51,64,54,17,0,14,0,7,0,9,1,0,.381,.352,.733,5.69,5.87,巨人,2012
61,中井　大介,.269,16,31,26,7,0,1,1,5,0,7,0,0,.387,.346,.733,6.00,5.90,巨人,2012
52,隠善　智也,.095,22,25,21,2,0,1,0,4,0,4,0,0,.240,.095,.335,0.51,0.88,巨人,2012
12,鈴木　尚広,.250,91,21,20,5,0,3,16,1,0,3,0,0,.286,.250,.536,5.83,5.89,巨人,2012
40,加藤　健,.158,13,20,19,3,0,0,0,1,0,1,0,0,.200,.158,.358,0.45,0.66,巨人,2012
69,市川　友也,.000,5,8,7,0,0,1,0,0,1,1,0,0,.125,.000,.125,-1.55,-1.16,巨人,2012
53,高口　隆行,.167,4,6,6,1,0,0,0,0,0,1,0,1,.167,.333,.500,-0.34,-0.50,巨人,2012
44,中谷　仁,.000,5,3,2,0,0,0,0,0,0,2,1,0,.000,.000,.000,-1.57,-1.44,巨人,2012
32,橋本　到,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2012
56,仲澤　広基,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2012
58,立岡　宗一郎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2012
64,鬼屋敷　正人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2012
66,田中　大二郎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2012
67,高橋　洸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2012
90,福元　淳史,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2012
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,巨人,2012
8,大島　洋平,.310,144,631,555,172,1,13,32,46,13,80,17,7,.376,.368,.744,5.13,4.91,中日,2012
5,和田　一浩,.285,144,586,508,145,9,63,2,71,1,72,0,14,.370,.409,.780,5.57,5.47,中日,2012
2,荒木　雅博,.251,129,569,510,128,3,31,12,19,2,65,36,4,.280,.314,.593,2.93,2.89,中日,2012
6,井端　弘和,.284,140,553,489,139,2,35,4,52,3,58,8,14,.356,.331,.687,4.18,4.06,中日,2012
30,森野　将彦,.249,124,494,434,108,6,50,1,49,3,68,4,13,.327,.348,.674,3.87,3.89,中日,2012
27,谷繁　元信,.228,134,458,386,88,5,32,0,52,4,67,14,15,.324,.303,.627,3.11,3.16,中日,2012
42,ブランコ,.248,96,359,311,77,24,65,2,40,5,84,0,5,.340,.511,.851,6.06,6.22,中日,2012
40,平田　良介,.216,91,301,269,58,11,32,1,28,1,59,1,9,.290,.361,.651,3.26,3.47,中日,2012
7,山崎　武司,.209,90,215,191,40,1,13,1,18,4,44,0,5,.288,.293,.582,2.72,2.79,中日,2012
1,堂上　直倫,.210,116,182,167,35,0,11,1,5,1,34,8,6,.236,.257,.493,1.39,1.42,中日,2012
63,堂上　剛裕,.282,85,166,156,44,4,17,1,8,0,36,1,4,.315,.410,.725,4.30,4.19,中日,2012
9,野本　圭,.265,49,73,68,18,0,5,0,4,1,12,0,0,.315,.309,.624,3.77,3.65,中日,2012
31,高橋　周平,.155,41,73,71,11,2,3,0,2,0,18,0,2,.178,.254,.432,0.64,0.87,中日,2012
56,松井　佑介,.231,42,67,65,15,1,6,0,0,0,13,2,0,.231,.338,.569,2.31,2.28,中日,2012
4,藤井　淳志,.196,54,62,56,11,0,3,1,4,0,13,1,1,.246,.232,.478,1.42,1.68,中日,2012
52,小田　幸平,.271,35,54,48,13,0,4,0,2,0,12,4,0,.300,.313,.613,3.28,3.07,中日,2012
55,福田　永将,.176,49,53,51,9,1,2,0,1,1,20,0,0,.208,.255,.462,1.10,1.31,中日,2012
53,柳田　殖生,.208,29,26,24,5,0,2,0,0,2,6,0,1,.269,.208,.478,1.30,1.42,中日,2012
44,ディアス,.174,21,26,23,4,0,1,0,3,0,12,0,0,.269,.174,.443,1.48,1.72,中日,2012
24,英智,.211,53,24,19,4,0,0,1,1,1,4,3,0,.286,.211,.496,1.69,1.82,中日,2012
46,岩崎　達郎,.100,36,24,20,2,0,1,0,2,0,3,2,1,.182,.100,.282,-0.54,-0.32,中日,2012
58,田中　大輔,.105,15,19,19,2,0,1,0,0,0,4,0,1,.105,.158,.263,-1.17,-1.07,中日,2012
38,前田　章宏,.000,3,6,6,0,0,0,0,0,0,0,0,0,.000,.000,.000,-2.70,-2.43,中日,2012
36,谷　哲也,.200,11,5,5,1,0,0,0,0,0,0,0,0,.200,.200,.400,0.82,0.95,中日,2012
50,中田　亮二,.250,6,4,4,1,0,1,0,0,0,0,0,0,.250,.250,.500,2.05,2.07,中日,2012
47,松井　雅人,.000,4,3,2,0,0,0,0,0,1,2,0,0,.333,.000,.333,1.27,1.89,中日,2012
3,吉川　大幾,.500,3,2,2,1,0,1,0,0,0,1,0,0,.500,.500,1.000,12.04,10.80,中日,2012
37,岩崎　恭平,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,2012
54,森越　祐人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,2012
57,吉田　利一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,2012
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,中日,2012
7,田中　浩康,.274,139,593,486,133,2,40,1,54,9,60,40,15,.354,.323,.677,3.89,3.86,ヤクルト,2012
85,ミレッジ,.300,125,546,476,143,21,65,9,57,6,79,3,11,.379,.485,.865,6.46,6.34,ヤクルト,2012
5,川端　慎吾,.298,125,507,453,135,4,49,3,35,2,56,13,7,.348,.380,.728,4.82,4.72,ヤクルト,2012
33,畠山　和洋,.266,121,497,455,121,13,55,2,37,2,64,1,13,.323,.402,.725,4.39,4.35,ヤクルト,2012
4,バレンティン,.272,106,422,353,96,31,81,1,64,3,92,0,14,.386,.572,.958,7.34,7.35,ヤクルト,2012
6,宮本　慎也,.267,110,394,356,95,3,23,1,16,5,38,16,9,.307,.306,.613,3.08,3.05,ヤクルト,2012
68,森岡　良介,.249,100,282,245,61,1,18,1,11,5,44,19,1,.293,.318,.611,3.16,3.17,ヤクルト,2012
52,中村　悠平,.254,91,249,209,53,1,15,1,28,2,31,8,10,.344,.292,.636,3.23,3.25,ヤクルト,2012
2,相川　亮二,.245,72,244,220,54,1,28,0,20,1,33,1,7,.309,.295,.604,2.98,3.00,ヤクルト,2012
3,福地　寿樹,.255,83,216,188,48,0,19,12,16,4,29,6,3,.324,.335,.659,4.17,4.10,ヤクルト,2012
50,上田　剛史,.257,50,173,148,38,0,12,8,12,0,30,13,2,.313,.318,.630,3.23,3.15,ヤクルト,2012
41,雄平,.280,47,153,143,40,0,8,2,7,0,19,3,0,.313,.308,.621,3.40,3.31,ヤクルト,2012
57,松井　淳,.287,46,150,143,41,5,15,1,6,1,26,0,5,.320,.462,.782,4.79,4.60,ヤクルト,2012
9,飯原　誉士,.161,50,103,93,15,1,6,1,7,0,13,2,5,.218,.237,.454,0.84,1.05,ヤクルト,2012
8,武内　晋一,.244,52,94,82,20,1,3,1,7,4,14,0,4,.333,.317,.650,3.23,3.24,ヤクルト,2012
10,藤本　敦士,.218,66,88,78,17,0,3,0,10,0,12,0,1,.307,.269,.576,2.97,3.01,ヤクルト,2012
49,宮出　隆自,.296,37,58,54,16,3,8,0,3,0,11,1,1,.333,.593,.926,6.84,6.51,ヤクルト,2012
0,比屋根　渉,.273,43,51,44,12,0,2,11,3,1,1,2,1,.327,.273,.599,3.28,3.54,ヤクルト,2012
23,山田　哲人,.250,26,49,44,11,1,1,0,5,0,11,0,0,.327,.364,.690,4.56,4.52,ヤクルト,2012
28,川本　良平,.256,27,47,43,11,1,4,0,3,1,13,0,1,.319,.372,.691,3.64,3.56,ヤクルト,2012
55,野口　祥順,.263,39,46,38,10,0,0,2,3,1,9,4,0,.333,.289,.623,3.09,3.07,ヤクルト,2012
31,松元　ユウイチ,.189,21,40,37,7,0,1,0,3,0,3,0,3,.250,.189,.439,0.44,0.56,ヤクルト,2012
60,三輪　正義,.276,65,39,29,8,0,0,6,2,0,5,8,0,.323,.310,.633,3.78,3.65,ヤクルト,2012
32,新田　玄気,.222,8,9,9,2,0,2,0,0,0,1,0,1,.222,.222,.444,-0.06,-0.03,ヤクルト,2012
37,福川　将和,.143,7,7,7,1,1,2,0,0,0,4,0,0,.143,.571,.714,3.28,3.92,ヤクルト,2012
24,荒木　貴裕,.200,6,5,5,1,0,0,0,0,0,1,0,0,.200,.200,.400,0.77,0.88,ヤクルト,2012
54,水田　圭介,.000,2,3,3,0,0,0,0,0,0,2,0,0,.000,.000,.000,-2.84,-2.61,ヤクルト,2012
00,川島　慶三,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2012
30,西田　明央,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2012
36,川上　竜平,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2012
39,又野　知弥,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2012
56,楠城　祐介,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2012
59,水野　祐希,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2012
64,川崎　成晃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2012
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,ヤクルト,2012
1,内川　聖一,.300,138,567,523,157,7,53,6,31,6,36,0,12,.342,.392,.734,4.81,4.73,ソフトバンク,2012
36,明石　健志,.254,135,567,508,129,1,27,25,33,2,98,23,2,.301,.299,.601,3.21,3.21,ソフトバンク,2012
46,本多　雄一,.246,123,536,480,118,0,31,34,37,1,65,14,6,.299,.294,.593,3.26,3.30,ソフトバンク,2012
8,ペーニャ,.280,130,507,461,129,21,76,2,35,8,130,0,11,.339,.490,.829,5.80,5.68,ソフトバンク,2012
24,長谷川　勇也,.278,126,473,403,112,4,37,16,40,9,87,16,4,.352,.360,.712,4.77,4.76,ソフトバンク,2012
5,松田　宣浩,.300,95,390,360,108,9,56,16,27,1,63,0,7,.349,.492,.840,5.87,5.59,ソフトバンク,2012
9,小久保　裕紀,.239,103,357,331,79,4,34,0,20,0,67,3,6,.280,.308,.588,2.80,2.89,ソフトバンク,2012
2,今宮　健太,.238,126,343,307,73,2,14,8,10,3,75,21,2,.267,.290,.557,2.44,2.51,ソフトバンク,2012
6,多村　仁志,.250,79,218,200,50,4,20,0,18,0,43,0,7,.312,.365,.677,3.57,3.53,ソフトバンク,2012
27,細川　亨,.157,92,217,185,29,2,13,0,8,1,50,21,1,.194,.205,.399,0.72,0.98,ソフトバンク,2012
44,柳田　悠岐,.246,68,212,195,48,5,18,6,10,5,56,2,2,.300,.385,.685,4.14,4.05,ソフトバンク,2012
43,江川　智晃,.244,56,175,160,39,4,18,1,8,0,37,4,3,.275,.388,.662,3.50,3.70,ソフトバンク,2012
3,松中　信彦,.221,65,164,136,30,4,13,1,26,2,26,0,1,.354,.324,.677,4.60,4.69,ソフトバンク,2012
12,高谷　裕亮,.211,64,144,133,28,0,10,1,7,0,25,3,2,.248,.271,.519,1.90,1.95,ソフトバンク,2012
29,山崎　勝己,.198,85,98,86,17,0,2,0,6,0,22,6,0,.250,.267,.517,2.09,2.06,ソフトバンク,2012
60,中村　晃,.228,39,63,57,13,0,3,2,3,0,5,2,0,.262,.263,.525,2.07,2.28,ソフトバンク,2012
37,福田　秀平,.189,63,55,53,10,0,5,13,1,0,18,1,0,.204,.208,.411,2.34,2.41,ソフトバンク,2012
42,アレン,.171,12,36,35,6,0,1,0,1,0,13,0,0,.194,.200,.394,0.66,0.79,ソフトバンク,2012
45,李　杜軒,.207,15,33,29,6,1,3,0,4,0,8,0,2,.303,.414,.717,3.37,3.34,ソフトバンク,2012
42,カブレラ,.207,8,29,29,6,1,3,0,0,0,10,0,0,.207,.345,.552,2.24,2.36,ソフトバンク,2012
58,中西　健太,.154,8,15,13,2,1,1,0,1,0,3,1,0,.214,.385,.599,2.58,2.95,ソフトバンク,2012
23,城所　龍磨,.167,73,13,12,2,0,1,10,0,0,7,1,0,.167,.167,.333,3.22,3.51,ソフトバンク,2012
4,金子　圭輔,.182,41,13,11,2,0,0,3,1,0,0,1,1,.250,.182,.432,0.74,0.95,ソフトバンク,2012
0,仲澤　忠厚,.000,9,2,1,0,0,0,0,0,0,0,1,0,.000,.000,.000,-0.79,-0.68,ソフトバンク,2012
70,田上　秀則,.000,1,2,2,0,0,0,0,0,0,2,0,0,.000,.000,.000,-2.92,-2.70,ソフトバンク,2012
68,福元　淳史,.000,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,ソフトバンク,2012
10,中原　恵司,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2012
22,山下　斐紹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2012
32,塚田　正義,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2012
35,堂上　隼人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2012
55,白根　尚貴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2012
68,立岡　宗一郎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2012
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,ソフトバンク,2012
6,ヘルマン,.270,144,583,507,137,3,60,41,57,4,75,10,20,.346,.343,.689,4.06,4.05,西武,2012
3,中島　裕之,.311,136,567,499,155,13,74,7,52,9,76,1,10,.382,.451,.833,6.29,6.14,西武,2012
60,中村　剛也,.231,123,498,432,100,27,79,2,56,9,125,0,11,.331,.461,.792,5.04,5.16,西武,2012
1,栗山　巧,.289,103,467,394,114,2,33,3,52,6,62,12,4,.378,.353,.731,5.28,5.18,西武,2012
32,浅村　栄斗,.245,114,459,404,99,7,37,13,34,4,63,13,9,.307,.376,.683,3.79,3.84,西武,2012
55,秋山　翔吾,.293,107,450,403,118,4,37,10,28,3,70,15,7,.343,.404,.747,4.82,4.63,西武,2012
27,炭谷　銀仁朗,.194,139,414,360,70,0,23,0,17,1,74,35,9,.232,.233,.466,1.17,1.23,西武,2012
0,大崎　雄太朗,.269,107,298,260,70,1,22,1,17,7,27,10,4,.326,.346,.673,4.06,4.04,西武,2012
7,片岡　易之,.225,52,231,204,46,2,19,8,15,1,30,7,6,.277,.294,.571,2.19,2.44,西武,2012
14,オーティズ,.286,64,214,199,57,9,21,0,14,1,38,0,8,.336,.462,.799,5.00,4.91,西武,2012
5,原　拓也,.168,86,138,113,19,0,3,1,14,3,22,7,1,.275,.204,.478,1.89,2.09,西武,2012
2,カーター,.294,59,138,126,37,4,27,0,10,1,22,0,3,.348,.452,.800,5.60,5.47,西武,2012
58,熊代　聖人,.270,109,133,115,31,0,6,2,3,2,30,12,1,.298,.287,.584,2.81,2.83,西武,2012
49,上本　達之,.233,74,130,116,27,2,11,0,10,1,31,2,2,.297,.310,.607,2.69,2.86,西武,2012
33,星　秀和,.190,71,115,100,19,1,9,3,3,0,16,11,0,.212,.280,.492,1.85,1.98,西武,2012
42,嶋　重宣,.176,27,82,74,13,1,7,0,7,0,11,0,1,.244,.243,.487,1.53,1.84,西武,2012
36,米野　智人,.207,32,64,58,12,1,6,0,4,1,17,1,1,.270,.276,.546,2.27,2.39,西武,2012
44,高山　久,.204,35,57,54,11,1,4,1,3,0,16,0,0,.246,.278,.523,2.29,2.42,西武,2012
31,坂田　遼,.227,16,50,44,10,0,3,0,4,0,12,2,1,.292,.227,.519,2.05,2.12,西武,2012
59,永江　恭平,.037,27,34,27,1,0,0,0,0,0,11,7,0,.037,.037,.074,-1.54,-1.35,西武,2012
65,斉藤　彰吾,.222,29,27,27,6,0,0,0,0,0,11,0,0,.222,.296,.519,0.50,0.56,西武,2012
25,星　孝典,.143,29,23,21,3,0,0,0,0,1,4,1,0,.182,.143,.325,0.12,0.33,西武,2012
56,鬼崎　裕司,.118,57,22,17,2,0,0,0,2,0,4,3,0,.211,.235,.446,1.28,1.44,西武,2012
9,阿部　真宏,.000,14,18,14,0,0,0,0,1,0,1,3,2,.067,.000,.067,-2.36,-2.20,西武,2012
8,平尾　博嗣,.133,12,16,15,2,0,2,0,1,0,3,0,1,.188,.133,.321,-0.63,-0.42,西武,2012
10,佐藤　友亮,.071,12,16,14,1,0,0,0,0,0,1,2,1,.071,.071,.143,-1.79,-1.64,西武,2012
53,石川　貢,.222,7,10,9,2,0,0,2,0,1,2,0,0,.300,.222,.522,4.03,4.05,西武,2012
51,大島　裕行,.222,5,9,9,2,0,0,0,0,0,3,0,0,.222,.333,.556,2.37,2.20,西武,2012
00,林崎　遼,.000,5,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,西武,2012
61,田代　将太郎,.000,5,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,西武,2012
4,美沢　将,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2012
39,岳野　竜也,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2012
52,武山　真吾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2012
62,駒月　仁人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2012
63,荒川　雄太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2012
67,梅田　尚通,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2012
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,西武,2012
23,聖澤　諒,.270,138,595,523,141,4,45,54,49,7,104,12,4,.338,.331,.669,4.55,4.54,楽天,2012
3,フェルナンデス,.243,129,489,440,107,3,51,2,44,2,67,0,11,.313,.311,.624,3.25,3.28,楽天,2012
33,銀次,.280,126,485,432,121,4,45,8,22,4,37,23,4,.318,.354,.672,3.98,3.94,楽天,2012
7,松井　稼頭央,.266,106,433,402,107,9,43,14,26,1,55,3,6,.312,.408,.720,4.58,4.45,楽天,2012
5,牧田　明久,.225,123,425,378,85,9,53,5,23,9,49,10,11,.283,.331,.613,2.68,2.86,楽天,2012
46,鉄平,.251,121,355,315,79,1,33,8,11,6,45,18,7,.285,.302,.586,2.62,2.75,楽天,2012
37,嶋　基宏,.291,91,316,265,77,1,8,3,33,4,51,13,5,.376,.332,.708,4.53,4.47,楽天,2012
50,ガルシア,.227,77,296,269,61,7,30,0,23,2,65,0,6,.291,.349,.640,3.27,3.38,楽天,2012
32,枡田　慎太郎,.295,79,290,254,75,5,32,1,19,5,56,7,2,.350,.433,.783,5.55,5.51,楽天,2012
4,高須　洋介,.244,58,212,176,43,0,9,2,24,2,15,8,5,.338,.284,.622,3.47,3.53,楽天,2012
6,藤田　一也,.308,63,188,172,53,0,15,5,4,0,10,11,4,.322,.378,.700,4.05,3.84,楽天,2012
6,内村　賢介,.168,55,131,113,19,0,12,8,6,1,23,11,0,.217,.195,.411,1.28,1.42,楽天,2012
27,岡島　豪郎,.258,43,125,120,31,2,11,3,4,1,15,0,1,.288,.333,.621,3.42,3.40,楽天,2012
44,テレーロ,.153,34,121,111,17,1,7,2,7,2,30,0,0,.215,.198,.413,1.11,1.41,楽天,2012
8,中島　俊哉,.250,58,108,96,24,0,6,1,7,0,15,5,0,.301,.271,.572,2.88,2.87,楽天,2012
35,島内　宏明,.299,41,104,97,29,2,17,1,2,0,8,4,2,.310,.443,.753,4.73,4.58,楽天,2012
1,岩村　明憲,.209,26,79,67,14,1,5,0,11,0,10,0,0,.316,.343,.660,4.15,4.26,楽天,2012
12,草野　大輔,.241,24,65,58,14,1,6,0,3,3,10,1,0,.313,.328,.640,3.55,3.53,楽天,2012
65,小山　桂司,.224,22,65,58,13,0,6,0,3,0,15,2,1,.254,.241,.495,1.56,1.96,楽天,2012
00,中村　真人,.226,25,59,53,12,1,6,0,2,0,8,4,0,.255,.321,.575,2.67,2.68,楽天,2012
9,阿部　俊人,.298,30,51,47,14,0,2,1,0,1,9,3,0,.313,.298,.610,2.53,2.52,楽天,2012
68,ハーパー,.174,19,51,46,8,0,1,0,3,2,16,0,1,.255,.217,.472,1.43,1.54,楽天,2012
99,河田　寿司,.293,18,47,41,12,0,5,0,5,0,6,0,2,.362,.293,.654,3.73,3.94,楽天,2012
66,西村　弥,.289,82,42,38,11,0,5,0,2,0,11,1,0,.317,.474,.791,4.03,3.92,楽天,2012
62,定岡　卓摩,.156,16,37,32,5,0,2,0,3,0,16,2,0,.229,.250,.479,1.57,1.58,楽天,2012
48,伊志嶺　忠,.167,11,28,24,4,0,1,0,3,0,5,1,0,.259,.208,.468,1.73,1.85,楽天,2012
55,西田　哲朗,.136,20,27,22,3,0,1,0,1,1,4,3,0,.208,.136,.345,0.49,0.69,楽天,2012
36,榎本　葵,.158,16,22,19,3,0,0,0,3,0,1,0,0,.273,.263,.536,2.54,2.72,楽天,2012
25,横川　史学,.150,11,22,20,3,0,1,1,2,0,7,0,0,.227,.150,.377,0.98,1.22,楽天,2012
43,小斉　祐輔,.176,11,20,17,3,1,5,0,0,0,3,1,0,.158,.412,.570,2.24,3.43,楽天,2012
0,稲田　直人,.250,2,4,4,1,0,0,0,0,0,0,0,1,.250,.250,.500,-0.90,-0.95,楽天,2012
2,三好　匠,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2012
29,小関　翔太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2012
39,井野　卓,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2012
52,山本　大明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2012
60,勧野　甲輝,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2012
63,北川　倫太郎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2012
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,楽天,2012
25,李　大浩,.286,144,601,525,150,24,91,0,64,7,85,0,18,.368,.478,.846,5.99,5.95,オリックス,2012
52,バルディリス,.264,143,574,503,133,10,55,1,54,14,76,0,13,.350,.394,.744,4.90,4.80,オリックス,2012
1,後藤　光尊,.242,131,546,520,126,4,43,3,14,5,74,1,8,.266,.306,.572,2.60,2.69,オリックス,2012
46,川端　崇義,.266,125,484,429,114,2,27,6,22,9,59,24,8,.315,.317,.632,3.36,3.25,オリックス,2012
10,大引　啓次,.224,110,432,352,79,6,20,6,46,3,74,28,8,.317,.315,.632,3.33,3.44,オリックス,2012
55,Ｔ−岡田,.280,103,404,378,106,10,56,4,22,4,81,0,5,.327,.418,.745,4.87,4.70,オリックス,2012
4,スケールズ,.262,85,362,305,80,5,23,4,47,8,103,0,3,.373,.384,.757,5.60,5.54,オリックス,2012
22,伊藤　光,.205,66,197,176,36,0,10,0,5,0,48,12,2,.222,.256,.477,1.49,1.70,オリックス,2012
9,坂口　智隆,.228,40,165,158,36,0,8,2,5,0,13,2,0,.252,.253,.505,1.96,2.01,オリックス,2012
23,北川　博敏,.221,59,159,140,31,1,11,0,17,0,23,0,3,.302,.286,.588,2.95,3.12,オリックス,2012
53,野中　信吾,.217,74,149,120,26,0,7,12,11,2,20,16,2,.293,.275,.568,2.40,2.44,オリックス,2012
